Rk,Player,Pos,Age,Tm,G,GS,MP▼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Adrian Dantley*,SF,24,UTA,68,,39.3,10.7,18.6,0.576,0,0,0,10.7,18.6,0.577,0.576,6.5,7.7,0.842,2.7,4.9,7.6,2.8,1.4,0.2,3.4,3.1,28
2,Elvin Hayes*,PF,34,WSB,81,,39.3,9.4,20.7,0.454,0,0.2,0.231,9.4,20.5,0.456,0.455,4.1,5.9,0.699,3.3,7.7,11.1,1.6,0.8,2.3,2.7,3.8,23
3,Norm Nixon,PG,24,LAL,82,,39.3,7.6,14.7,0.516,0,0.1,0.125,7.6,14.6,0.519,0.517,2.4,3.1,0.779,0.6,2.2,2.8,7.8,1.8,0.2,3.5,2.9,17.6
4,Bill Cartwright,C,22,NYK,82,,38.4,8.1,14.8,0.547,0,0,,8.1,14.8,0.547,0.547,5.5,6.9,0.797,2.4,6.5,8.9,2,0.6,1.2,2.7,3.4,21.7
5,Kareem Abdul-Jabbar*,C,32,LAL,82,,38.3,10.2,16.9,0.604,0,0,0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1,3.4,3.6,2.6,24.8
6,Moses Malone*,C,24,HOU,82,,38.3,9.5,18.9,0.502,0,0.1,0,9.5,18.8,0.504,0.502,6.9,9.5,0.719,7,7.5,14.5,1.8,1,1.3,3.7,2.6,25.8
7,World B. Free,SG,26,SDC,68,,38,10.8,22.9,0.474,0.1,0.4,0.36,10.7,22.5,0.476,0.477,8.4,11.2,0.753,1.9,1.6,3.5,4.2,1.2,0.5,3.4,2.9,30.2
8,Jamaal Wilkes*,SF,26,LAL,82,,37.9,8.9,16.6,0.535,0,0.2,0.176,8.8,16.4,0.539,0.536,2.3,2.9,0.808,2.1,4.3,6.4,3,1.6,0.3,1.9,2.7,20
9,George Gervin*,SG,27,SAS,78,,37.6,13.1,24.9,0.528,0.4,1.3,0.314,12.7,23.6,0.54,0.536,6.5,7.6,0.852,2,3.2,5.2,2.6,1.4,1,3.3,2.7,33.1
10,Micheal Ray Richardson,SG,24,NYK,82,,37.3,6.1,13,0.472,0.3,1.3,0.245,5.8,11.6,0.498,0.485,2.7,4.1,0.66,1.8,4.7,6.6,10.1,3.2,0.4,4.4,3.2,15.3
11,Reggie Theus,SG,22,CHI,82,,36.9,6.9,14.3,0.483,0.3,1.3,0.267,6.6,13,0.504,0.495,6.1,7.3,0.838,1.7,2.3,4,6.3,1.4,0.2,4.2,3.2,20.2
