Rk,Player,Pos,Age,Tm,G,GS,MP▼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Michael Jordan*,SG,25,CHI,81,81,40.2,11.9,22.2,0.538,0.3,1.2,0.276,11.6,21,0.553,0.546,8.3,9.8,0.85,1.8,6.2,8,8,2.9,0.8,3.6,3,32.5
2,Clyde Drexler*,SG,26,POR,78,78,39.3,10.6,21.4,0.496,0.3,1.3,0.26,10.3,20.1,0.511,0.504,5.6,7,0.799,3.7,4.2,7.9,5.8,2.7,0.7,3.2,3.4,27.2
3,Kevin Johnson,PG,22,PHO,81,81,39.2,7,13.9,0.505,0,0.3,0.091,7,13.7,0.514,0.506,6.3,7.1,0.882,0.6,3.6,4.2,12.2,1.7,0.3,4,2.8,20.4
4,Charles Barkley*,PF,25,PHI,79,79,39.1,8.9,15.3,0.579,0.4,2.1,0.216,8.4,13.2,0.636,0.594,7.6,10.1,0.753,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8
5,Karl Malone*,PF,25,UTA,80,80,39.1,10.1,19.5,0.519,0.1,0.2,0.313,10.1,19.3,0.521,0.521,8.8,11.5,0.766,3.2,7.4,10.7,2.7,1.8,0.9,3.6,3.6,29.1
6,Dale Ellis,SG,28,SEA,82,82,38.9,10.5,20.9,0.501,2,4.1,0.478,8.5,16.7,0.507,0.549,4.6,5.6,0.816,1.9,2.3,4.2,2,1.3,0.3,2.7,2.4,27.5
7,Kenny Smith,PG,23,SAC,81,81,38.8,6.8,14.6,0.462,0.6,1.6,0.359,6.2,13,0.475,0.482,3.2,4.4,0.737,0.6,2.2,2.8,7.7,1.3,0.1,3.1,2.1,17.3
8,Fat Lever,SG,28,DEN,71,71,38.7,7.9,17.2,0.457,0.3,0.9,0.348,7.5,16.3,0.463,0.466,3.8,4.8,0.785,2.6,6.7,9.3,7.9,2.7,0.3,2.2,2.5,19.8
9,John Stockton*,PG,26,UTA,82,82,38.7,6.1,11.3,0.538,0.2,0.8,0.242,5.9,10.5,0.561,0.547,4.8,5.5,0.863,1,2,3,13.6,3.2,0.2,3.8,2.9,17.1
10,Terry Porter,PG,25,POR,81,81,38.3,6.7,14.1,0.471,1,2.7,0.361,5.7,11.4,0.497,0.506,3.4,4,0.84,1,3.5,4.5,9.5,1.8,0.1,3.1,2.3,17.7
11,Otis Thorpe,PF,26,HOU,82,82,38.2,6.4,11.7,0.542,0,0,0,6.4,11.7,0.543,0.542,4,5.5,0.729,3.3,6.3,9.6,2.5,1,0.5,2.7,3.2,16.7
12,Rolando Blackman,SG,29,DAL,78,78,37.8,7.6,16,0.476,0.4,1.1,0.353,7.2,14.9,0.485,0.488,4.1,4.7,0.854,0.9,2.6,3.5,3.7,0.8,0.3,2.1,1.8,19.7
13,Ken Norman,SF,24,LAC,80,79,37.8,8,15.9,0.502,0.1,0.3,0.19,7.9,15.6,0.507,0.504,2.1,3.4,0.63,3.1,5.3,8.3,3.5,1.3,0.8,2.6,2.8,18.1
14,Chris Mullin*,SF,25,GSW,82,82,37.7,10.1,19.9,0.509,0.3,1.2,0.23,9.8,18.7,0.527,0.516,6,6.7,0.892,1.9,4,5.9,5.1,2.1,0.5,3.6,2.2,26.5
15,Chuck Person,SF,24,IND,80,79,37.7,8.9,18.2,0.489,0.8,2.6,0.307,8.1,15.6,0.519,0.511,3,3.8,0.792,1.8,4.7,6.5,3.6,1,0.2,3.9,3.5,21.6
16,Magic Johnson*,PG,29,LAL,77,77,37.5,7.5,14.8,0.509,0.8,2.4,0.314,6.8,12.3,0.548,0.535,6.7,7.3,0.911,1.4,6.4,7.9,12.8,1.8,0.3,4.1,2.2,22.5
17,Dominique Wilkins*,SF,29,ATL,80,80,37.5,10.2,22,0.464,0.4,1.3,0.276,9.8,20.6,0.475,0.472,5.5,6.6,0.844,3.2,3.7,6.9,2.6,1.5,0.7,2.3,1.7,26.2
18,Tom Chambers,PF,29,PHO,81,81,37.1,9.6,20.3,0.471,0.3,1.1,0.326,9.2,19.2,0.479,0.48,6.3,7.4,0.851,1.8,6.7,8.4,2.9,1.1,0.7,2.9,3.3,25.7
