Rk,Player,Pos,Age,Tm,G,GS,MP▼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Larry Bird*,SF,30,BOS,74,73,40.6,10.6,20.2,0.525,1.2,3,0.4,9.4,17.2,0.547,0.555,5.6,6.1,0.91,1.7,7.5,9.2,7.6,1.8,0.9,3.2,2.5,28.1
2,Charles Barkley*,PF,23,PHI,68,62,40.3,8.2,13.8,0.594,0.3,1.5,0.202,7.9,12.3,0.643,0.606,6.3,8.3,0.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23
3,Michael Jordan*,SG,23,CHI,82,82,40,13.4,27.8,0.482,0.1,0.8,0.182,13.2,27,0.491,0.484,10.2,11.9,0.857,2,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1
4,Kevin McHale*,PF,29,BOS,77,77,39.7,10.3,17,0.604,0,0.1,0,10.3,16.9,0.606,0.604,5.6,6.6,0.836,3.2,6.7,9.9,2.6,0.5,2.2,2.6,3.1,26.1
5,Rodney McCray,SF,25,HOU,81,81,38.7,5.3,9.7,0.552,0,0.1,0,5.3,9.6,0.558,0.552,3.8,4.9,0.779,2.3,4.8,7.1,5.4,1.1,0.7,2.6,2.1,14.4
6,Maurice Cheeks*,PG,30,PHI,68,68,38.6,6.1,11.6,0.527,0.1,0.3,0.235,6,11.3,0.533,0.529,3.3,4.3,0.777,0.7,2.5,3.2,7.9,2.6,0.2,2.5,1.6,15.6
7,Kiki Vandeweghe,SF,28,POR,79,79,38.3,10.2,19.6,0.523,0.5,1,0.481,9.7,18.5,0.525,0.536,5.9,6.7,0.886,1.1,2.1,3.2,2.8,0.7,0.2,1.8,1.7,26.9
8,Clyde Drexler*,SG,24,POR,82,82,38,8.6,17.2,0.502,0.1,0.6,0.234,8.5,16.6,0.511,0.506,4.4,5.7,0.76,2.8,3.5,6.3,6.9,2.5,0.9,3.1,3.4,21.7
9,Alex English*,SF,33,DEN,82,82,37.6,11.8,23.4,0.503,0,0.2,0.267,11.7,23.2,0.504,0.504,5,5.9,0.844,1.8,2.4,4.2,5.1,0.9,0.3,2.6,2.6,28.6
10,Dominique Wilkins*,SF,27,ATL,79,79,37.6,10.5,22.6,0.463,0.4,1.3,0.292,10.1,21.3,0.474,0.472,7.7,9.4,0.818,2.7,3.6,6.3,3.3,1.5,0.6,2.7,1.9,29
11,Dale Ellis,SG,26,SEA,82,76,37.5,9.6,18.5,0.516,1,2.9,0.358,8.5,15.6,0.546,0.545,4.7,6,0.787,2.3,3.2,5.5,2.9,1.3,0.4,2.9,3.3,24.9
